"id"	"comic_id"	"latest_chapter_id"	"star"	"latest_chapter_name"	"hits"	"total_chapter"	"lastest_chapter_release_date"
"287"	"287"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"289"	"289"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"290"	"290"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"291"	"291"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"292"	"292"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"293"	"293"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"294"	"294"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"295"	"295"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"296"	"296"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"297"	"297"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"298"	"298"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"299"	"299"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"300"	"300"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"301"	"301"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"302"	"302"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"303"	"303"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"304"	"304"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"305"	"305"		"0"	""	"19000"	"0"	"1/1/1001 08:00:00"
"306"	"306"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"307"	"307"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"308"	"308"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"309"	"309"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"310"	"310"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"311"	"311"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"313"	"313"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"314"	"314"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"315"	"315"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"316"	"316"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"317"	"317"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"318"	"318"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"319"	"319"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"320"	"320"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"321"	"321"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"322"	"322"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"323"	"323"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"324"	"324"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"325"	"325"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"326"	"326"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"327"	"327"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"328"	"328"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"329"	"329"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"330"	"330"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"331"	"331"		"0"	""	"18000"	"0"	"1/1/1001 08:00:00"
"332"	"332"		"0"	""	"13000"	"0"	"1/1/1001 08:00:00"
"333"	"333"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"334"	"334"		"0"	""	"16000"	"0"	"1/1/1001 08:00:00"
"335"	"335"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"336"	"336"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"337"	"337"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"338"	"338"		"0"	""	"11000"	"0"	"1/1/1001 08:00:00"
"339"	"339"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"340"	"340"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"341"	"341"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"342"	"342"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"343"	"343"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"344"	"344"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"345"	"345"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"346"	"346"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"347"	"347"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"348"	"348"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"349"	"349"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"350"	"350"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"351"	"351"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"352"	"352"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"353"	"353"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"354"	"354"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"355"	"355"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"356"	"356"		"0"	""	"15000"	"0"	"1/1/1001 08:00:00"
"357"	"357"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"358"	"358"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"359"	"359"		"0"	""	"15000"	"0"	"1/1/1001 08:00:00"
"360"	"360"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"361"	"361"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"362"	"362"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"363"	"363"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"364"	"364"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
"365"	"365"		"0"	""	"17000"	"0"	"1/1/1001 08:00:00"
