"id"	"comic_id"	"latest_chapter_id"	"star"	"latest_chapter_name"	"hits"	"total_chapter"	"lastest_chapter_release_date"
"78"	"78"	"8915"	"0"	"第120章"	"25000"	"120"	"1/1/1001 08:00:00"
"79"	"79"	"9035"	"0"	"最终话"	"37000"	"134"	"1/1/1001 08:00:00"
"80"	"80"	"9169"	"0"	"最终话-要对妈妈保密唷!"	"37000"	"100"	"1/1/1001 08:00:00"
"81"	"81"	"9269"	"0"	"最终话-余生也请多多指教"	"37000"	"94"	"1/1/1001 08:00:00"
"82"	"82"	"9363"	"0"	"第71话-点击解锁四位小娇妻"	"37000"	"71"	"1/1/1001 08:00:00"
"83"	"83"	"9449"	"0"	"最终话"	"36000"	"126"	"1/1/1001 08:00:00"
"84"	"84"	"9568"	"0"	"最终话"	"36000"	"103"	"1/1/1001 08:00:00"
"85"	"85"	"9663"	"0"	"最终话"	"36000"	"127"	"1/1/1001 08:00:00"
"86"	"86"	"9790"	"0"	"第115话-最终的抉择"	"36000"	"115"	"1/1/1001 08:00:00"
"87"	"87"	"9905"	"0"	"第50话"	"35000"	"50"	"1/1/1001 08:00:00"
"88"	"88"	"9955"	"0"	"第80话"	"35000"	"80"	"1/1/1001 08:00:00"
"89"	"89"	"10035"	"0"	"第71话_最终话"	"35000"	"71"	"1/1/1001 08:00:00"
"90"	"90"	"10106"	"0"	"第106话-我这辈子都需要你的胸部!"	"34000"	"106"	"1/1/1001 08:00:00"
"91"	"91"	"10212"	"0"	"最终话-最后的云霄飞车"	"34000"	"102"	"1/1/1001 08:00:00"
"92"	"92"	"10314"	"0"	"最终话-全新的开始"	"34000"	"102"	"1/1/1001 08:00:00"
"93"	"93"	"10416"	"0"	"第70话-第1季最终话-宣告新开始的履历表"	"34000"	"70"	"1/1/1001 08:00:00"
"94"	"94"	"10486"	"0"	"第75话"	"34000"	"75"	"1/1/1001 08:00:00"
"95"	"95"	"10561"	"0"	"最终话-审判之日"	"34000"	"73"	"1/1/1001 08:00:00"
"96"	"96"	"10704"	"0"	"第74话"	"34000"	"71"	"1/1/1001 08:00:00"
"97"	"97"	"10708"	"0"	"第127话最终话"	"33000"	"127"	"1/1/1001 08:00:00"
"98"	"98"	"10835"	"0"	"第80话最终话-神雕弟子的最终归属"	"33000"	"80"	"1/1/1001 08:00:00"
"99"	"99"	"10915"	"0"	"最终话-衣锦还乡的南石"	"33000"	"93"	"1/1/1001 08:00:00"
"100"	"100"	"11008"	"0"	"第112话-最终话(完结)"	"33000"	"113"	"1/1/1001 08:00:00"
"101"	"101"	"11121"	"0"	"第110话最终话-哈喽,我的初恋"	"33000"	"110"	"1/1/1001 08:00:00"
"102"	"102"	"11231"	"0"	"第81话最终话-任务完成!成立理想的家庭"	"33000"	"81"	"1/1/1001 08:00:00"
"103"	"103"	"11312"	"0"	"最终话"	"33000"	"79"	"1/1/1001 08:00:00"
"104"	"104"	"11391"	"0"	"最终话"	"32000"	"67"	"1/1/1001 08:00:00"
"105"	"105"	"11459"	"0"	"最终话"	"32000"	"61"	"1/1/1001 08:00:00"
"106"	"106"	"11521"	"0"	"第36话"	"32000"	"37"	"1/1/1001 08:00:00"
"107"	"107"	"11600"	"0"	"最终话"	"32000"	"70"	"1/1/1001 08:00:00"
"108"	"108"	"11670"	"0"	"最终话-我心目中永远的网美"	"32000"	"77"	"1/1/1001 08:00:00"
"109"	"109"	"11747"	"0"	"最终话-游戏重新下载中…"	"32000"	"90"	"1/1/1001 08:00:00"
"110"	"110"	"11837"	"0"	"最终话"	"32000"	"72"	"1/1/1001 08:00:00"
"111"	"111"	"11910"	"0"	"第25话"	"32000"	"26"	"1/1/1001 08:00:00"
"112"	"112"	"11985"	"0"	"第60话-最终话-最难忘的夏天"	"31000"	"60"	"1/1/1001 08:00:00"
"113"	"113"	"12045"	"0"	"最终话"	"31000"	"72"	"1/1/1001 08:00:00"
"114"	"114"	"12118"	"0"	"第31话"	"31000"	"32"	"1/1/1001 08:00:00"
"115"	"115"	"12205"	"0"	"最终话-如何排解难耐的爱火"	"30000"	"71"	"1/1/1001 08:00:00"
"116"	"116"	"12276"	"0"	"最终话-以家人之名"	"30000"	"51"	"1/1/1001 08:00:00"
"117"	"117"	"12327"	"0"	"第85话最终话-我最爱的女人"	"30000"	"85"	"1/1/1001 08:00:00"
"118"	"118"	"12412"	"0"	"最终话"	"30000"	"84"	"1/1/1001 08:00:00"
"119"	"119"	"12496"	"0"	"最终话-寻找幸福相伴一生的人"	"30000"	"76"	"1/1/1001 08:00:00"
"121"	"121"	"12572"	"0"	"第110话-最终话"	"30000"	"110"	"1/1/1001 08:00:00"
"122"	"122"	"12682"	"0"	"最终话"	"30000"	"75"	"1/1/1001 08:00:00"
"123"	"123"	"12757"	"0"	"第60话"	"30000"	"60"	"1/1/1001 08:00:00"
"124"	"124"	"12817"	"0"	"Ep.1休假<1>"	"29000"	"1"	"1/1/1001 08:00:00"
"125"	"125"	"12896"	"0"	"最终话"	"29000"	"106"	"1/1/1001 08:00:00"
"126"	"126"	"13002"	"0"	"第74话-永无止尽的青春期"	"29000"	"74"	"1/1/1001 08:00:00"
"127"	"127"	"13076"	"0"	"最终话"	"29000"	"100"	"1/1/1001 08:00:00"
"128"	"128"	"13176"	"0"	"第45章"	"29000"	"45"	"1/1/1001 08:00:00"
"129"	"129"	"13221"	"0"	"最终话-全新的开始"	"29000"	"102"	"1/1/1001 08:00:00"
"130"	"130"	"13323"	"0"	"最终话-迈向全新的世界"	"28000"	"96"	"1/1/1001 08:00:00"
"131"	"131"	"13419"	"0"	"最终话"	"28000"	"65"	"1/1/1001 08:00:00"
"132"	"132"	"13484"	"0"	"第86话-对不起,让你久等了!!"	"28000"	"86"	"1/1/1001 08:00:00"
"133"	"133"	"13570"	"0"	"最终话"	"11000"	"81"	"1/1/1001 08:00:00"
"134"	"134"	"13651"	"0"	"第62话-热情告白"	"28000"	"39"	"1/1/1001 08:00:00"
"135"	"135"	"13690"	"0"	"第100话(完结)"	"28000"	"100"	"1/1/1001 08:00:00"
"136"	"136"	"13790"	"0"	"第100话"	"28000"	"100"	"1/1/1001 08:00:00"
"137"	"137"	"13890"	"0"	"第65话"	"28000"	"65"	"1/1/1001 08:00:00"
"138"	"138"	"13955"	"0"	"最终话"	"27000"	"71"	"1/1/1001 08:00:00"
"139"	"139"	"14026"	"0"	"最终话-小孩子才做选择"	"27000"	"41"	"1/1/1001 08:00:00"
"140"	"140"	"14067"	"0"	"第59话最终话"	"27000"	"59"	"1/1/1001 08:00:00"
"141"	"141"	"14126"	"0"	"最终话"	"27000"	"65"	"1/1/1001 08:00:00"
"142"	"142"	"14191"	"0"	"第70话"	"27000"	"70"	"1/1/1001 08:00:00"
"143"	"143"	"14261"	"0"	"第80话-最终话-新学期,崭新的大学生活"	"13000"	"80"	"1/1/1001 08:00:00"
"144"	"144"	"14341"	"0"	"赎罪营"	"27000"	"1"	"1/1/1001 08:00:00"
"145"	"145"	"14387"	"0"	"最终话"	"27000"	"100"	"1/1/1001 08:00:00"
"146"	"146"	"14487"	"0"	"第100章"	"27000"	"100"	"1/1/1001 08:00:00"
"147"	"147"	"14587"	"0"	"最终话"	"27000"	"78"	"1/1/1001 08:00:00"
"148"	"148"	"14666"	"0"	"第72话-新女王的惩罚"	"27000"	"72"	"1/1/1001 08:00:00"
"149"	"149"	"14738"	"0"	"最终话-迟来的毕业典礼"	"27000"	"45"	"1/1/1001 08:00:00"
"150"	"150"	"14783"	"0"	"最终话"	"27000"	"70"	"1/1/1001 08:00:00"
"151"	"151"	"14853"	"0"	"第80话最终话-欢迎光临浪漫“淫”地"	"27000"	"80"	"1/1/1001 08:00:00"
"152"	"152"	"14933"	"0"	"第94话"	"26000"	"94"	"1/1/1001 08:00:00"
"153"	"153"	"15028"	"0"	"最终话"	"26000"	"65"	"1/1/1001 08:00:00"
"154"	"154"	"15093"	"0"	"最终话"	"26000"	"61"	"1/1/1001 08:00:00"
"155"	"155"	"15154"	"0"	"第75章"	"26000"	"68"	"1/1/1001 08:00:00"
"156"	"156"	"15222"	"0"	"第51话[完结]"	"15000"	"51"	"1/1/1001 08:00:00"
"157"	"157"	"15273"	"0"	"最终话"	"26000"	"60"	"1/1/1001 08:00:00"
"158"	"158"	"15333"	"0"	"第100话"	"26000"	"100"	"1/1/1001 08:00:00"
"159"	"159"	"15434"	"0"	"第78话"	"26000"	"79"	"1/1/1001 08:00:00"
"160"	"160"	"15515"	"0"	"最终话-延续到现实中的“性福”"	"26000"	"80"	"1/1/1001 08:00:00"
"161"	"161"	"15595"	"0"	"第55话"	"26000"	"55"	"1/1/1001 08:00:00"
"162"	"162"	"15650"	"0"	"最终话"	"25000"	"64"	"1/1/1001 08:00:00"
"163"	"163"	"15714"	"0"	"最终话"	"25000"	"2"	"1/1/1001 08:00:00"
"164"	"164"	"15804"	"0"	"最终话-永远的坏男人"	"25000"	"85"	"1/1/1001 08:00:00"
"165"	"165"	"15889"	"0"	"第69话"	"25000"	"69"	"1/1/1001 08:00:00"
"166"	"166"	"15958"	"0"	"第 1 话"	"25000"	"1"	"1/1/1001 08:00:00"
"167"	"167"	"16028"	"0"	"第60话"	"25000"	"60"	"1/1/1001 08:00:00"
"168"	"168"	"16088"	"0"	"第56话最终话-叮咚~开业贺礼来啰"	"25000"	"56"	"1/1/1001 08:00:00"
"169"	"169"	"16144"	"0"	"第90话"	"25000"	"90"	"1/1/1001 08:00:00"
"170"	"170"	"16234"	"0"	"第51话"	"25000"	"51"	"1/1/1001 08:00:00"
"171"	"171"	"16285"	"0"	"最终话-两人的故事重新书写"	"25000"	"75"	"1/1/1001 08:00:00"
"172"	"172"	"16360"	"0"	"第75话"	"25000"	"75"	"1/1/1001 08:00:00"
"173"	"173"	"16436"	"0"	"第31话"	"25000"	"32"	"1/1/1001 08:00:00"
"174"	"174"	"16523"	"0"	"第82话-最终话-爱情与欢愉将会并存..."	"25000"	"82"	"1/1/1001 08:00:00"
"175"	"175"	"16605"	"0"	"最终话-梦想中的罗曼史"	"25000"	"88"	"1/1/1001 08:00:00"
"176"	"176"	"16693"	"0"	"最终话"	"25000"	"53"	"1/1/1001 08:00:00"
"177"	"177"	"16746"	"0"	"第77章"	"25000"	"77"	"1/1/1001 08:00:00"
"178"	"178"	"16823"	"0"	"第79话最终话-我们结婚吧"	"25000"	"79"	"1/1/1001 08:00:00"
"179"	"179"	"16902"	"0"	"第53话"	"25000"	"53"	"1/1/1001 08:00:00"
"180"	"180"	"16955"	"0"	"最终话"	"24000"	"65"	"1/1/1001 08:00:00"
"181"	"181"	"17020"	"0"	"第85话"	"24000"	"86"	"1/1/1001 08:00:00"
"182"	"182"	"17106"	"0"	"最终话"	"24000"	"62"	"1/1/1001 08:00:00"
"183"	"183"	"17168"	"0"	"第76话"	"24000"	"76"	"1/1/1001 08:00:00"
"184"	"184"	"17244"	"0"	"最终话"	"24000"	"60"	"1/1/1001 08:00:00"
"185"	"185"	"17304"	"0"	"最终话-快乐的后宫人生"	"24000"	"60"	"1/1/1001 08:00:00"
"186"	"186"	"17364"	"0"	"第78章"	"24000"	"78"	"1/1/1001 08:00:00"
"187"	"187"	"17442"	"0"	"最终话"	"24000"	"57"	"1/1/1001 08:00:00"
"188"	"188"	"17499"	"0"	"最终话"	"24000"	"60"	"1/1/1001 08:00:00"
"189"	"189"	"17559"	"0"	"第76章"	"24000"	"76"	"1/1/1001 08:00:00"
"190"	"190"	"17635"	"0"	"第 1 章"	"24000"	"1"	"1/1/1001 08:00:00"
"191"	"191"	"17719"	"0"	"最终话-幸福的谢晶卉一家"	"24000"	"51"	"1/1/1001 08:00:00"
"193"	"193"	"17770"	"0"	"第50话"	"24000"	"50"	"1/1/1001 08:00:00"
"194"	"194"	"17820"	"0"	"最终话"	"24000"	"47"	"1/1/1001 08:00:00"
"195"	"195"	"17867"	"0"	"最终话"	"24000"	"63"	"1/1/1001 08:00:00"
"196"	"196"	"17930"	"0"	"第65话"	"24000"	"65"	"1/1/1001 08:00:00"
"197"	"197"	"17995"	"0"	"第55话"	"24000"	"55"	"1/1/1001 08:00:00"
"198"	"198"	"18050"	"0"	"第64话-最终话-“性”福的合租生活"	"24000"	"64"	"1/1/1001 08:00:00"
"199"	"199"	"18114"	"0"	"第58话-最终话-抖M女仆的心思"	"24000"	"58"	"1/1/1001 08:00:00"
"200"	"200"	"18172"	"0"	"最终话-平凡的幸福"	"23000"	"80"	"1/1/1001 08:00:00"
"201"	"201"	"18252"	"0"	"最终话"	"23000"	"56"	"1/1/1001 08:00:00"
"202"	"202"	"18308"	"0"	"第50话-最终话-我的两个老婆"	"23000"	"50"	"1/1/1001 08:00:00"
"203"	"203"	"18358"	"0"	"最终话"	"23000"	"51"	"1/1/1001 08:00:00"
"204"	"204"	"18409"	"0"	"第53话"	"23000"	"53"	"1/1/1001 08:00:00"
"205"	"205"	"18462"	"0"	"最终话-攻顶!!冲锋队!!"	"15000"	"51"	"1/1/1001 08:00:00"
"206"	"206"	"18513"	"0"	"最终话"	"23000"	"60"	"1/1/1001 08:00:00"
"207"	"207"	"18573"	"0"	"最终话-两人的选择"	"23000"	"67"	"1/1/1001 08:00:00"
"208"	"208"	"18640"	"0"	"第 1 章"	"23000"	"1"	"1/1/1001 08:00:00"
"209"	"209"	"18723"	"0"	"最终话"	"23000"	"57"	"1/1/1001 08:00:00"
"210"	"210"	"18781"	"0"	"第27话"	"23000"	"28"	"1/1/1001 08:00:00"
"211"	"211"	"18833"	"0"	"最终话"	"23000"	"65"	"1/1/1001 08:00:00"
"212"	"212"	"18898"	"0"	"第83话"	"23000"	"83"	"1/1/1001 08:00:00"
"213"	"213"	"18981"	"0"	"最终话-我不需要APP了"	"23000"	"55"	"1/1/1001 08:00:00"
"214"	"214"	"19036"	"0"	"第 0 章"	"22000"	"1"	"1/1/1001 08:00:00"
"215"	"215"	"19117"	"0"	"第71话 最终话-如何排解难耐的爱火"	"22000"	"67"	"1/1/1001 08:00:00"
"216"	"216"	"19184"	"0"	"最终话-我要跟你生小孩"	"22000"	"75"	"1/1/1001 08:00:00"
"217"	"217"	"19259"	"0"	"最终话"	"22000"	"55"	"1/1/1001 08:00:00"
"218"	"218"	"19314"	"0"	"最终话-享受骑人之福"	"22000"	"50"	"1/1/1001 08:00:00"
"219"	"219"	"19364"	"0"	"第61话-最终话-真正的“解脱”"	"22000"	"61"	"1/1/1001 08:00:00"
"220"	"220"	"19434"	"0"	"第82话"	"22000"	"10"	"1/1/1001 08:00:00"
"221"	"221"	"19507"	"0"	"最终话"	"22000"	"55"	"1/1/1001 08:00:00"
"222"	"222"	"19562"	"0"	"第56话"	"22000"	"56"	"1/1/1001 08:00:00"
"223"	"223"	"19618"	"0"	"最终话"	"22000"	"61"	"1/1/1001 08:00:00"
"224"	"224"	"19679"	"0"	"最终话"	"22000"	"72"	"1/1/1001 08:00:00"
"225"	"225"	"19751"	"0"	"第75话-最终话"	"22000"	"75"	"1/1/1001 08:00:00"
"226"	"226"	"19826"	"0"	"第78话"	"22000"	"78"	"1/1/1001 08:00:00"
"227"	"227"	"19904"	"0"	"最终话"	"22000"	"50"	"1/1/1001 08:00:00"
"228"	"228"	"19954"	"0"	"最终话-我只喜欢你"	"22000"	"36"	"1/1/1001 08:00:00"
"229"	"229"	"19990"	"0"	"第60话"	"22000"	"60"	"1/1/1001 08:00:00"
"230"	"230"	"20050"	"0"	"第60章"	"22000"	"60"	"1/1/1001 08:00:00"
"231"	"231"	"20111"	"0"	"最终话"	"22000"	"67"	"1/1/1001 08:00:00"
"232"	"232"	"20178"	"0"	"第65话最终话-与大哥道别"	"21000"	"65"	"1/1/1001 08:00:00"
"233"	"233"	"20244"	"0"	"最终话"	"21000"	"50"	"1/1/1001 08:00:00"
"234"	"234"	"20294"	"0"	"最终话"	"21000"	"50"	"1/1/1001 08:00:00"
"235"	"235"	"20344"	"0"	"第72话"	"21000"	"72"	"1/1/1001 08:00:00"
"236"	"236"	"20416"	"0"	"最终话-性福美满的家庭"	"21000"	"60"	"1/1/1001 08:00:00"
"237"	"237"	"20476"	"0"	"第75话[完结]"	"21000"	"75"	"1/1/1001 08:00:00"
"238"	"238"	"20551"	"0"	"第67话-最终话-未来也请多指教!"	"21000"	"67"	"1/1/1001 08:00:00"
"239"	"239"	"20618"	"0"	"最终话-刮刮乐最终赏-结婚"	"21000"	"58"	"1/1/1001 08:00:00"
"240"	"240"	"20677"	"0"	"最终话"	"21000"	"3"	"1/1/1001 08:00:00"
"241"	"241"	"20742"	"0"	"最终话"	"21000"	"51"	"1/1/1001 08:00:00"
"242"	"242"	"20793"	"0"	"最终话"	"20000"	"76"	"1/1/1001 08:00:00"
"243"	"243"	"20869"	"0"	"最终话"	"21000"	"60"	"1/1/1001 08:00:00"
"244"	"244"	"20929"	"0"	"第75话-最终话(完结)"	"21000"	"76"	"1/1/1001 08:00:00"
"245"	"245"	"21005"	"0"	"最终话"	"21000"	"50"	"1/1/1001 08:00:00"
"246"	"246"	"21056"	"0"	"最终话"	"21000"	"65"	"1/1/1001 08:00:00"
"247"	"247"	"21121"	"0"	"最终话"	"21000"	"64"	"1/1/1001 08:00:00"
"248"	"248"	"21185"	"0"	"第18话123-124"	"21000"	"18"	"1/1/1001 08:00:00"
"249"	"249"	"21203"	"0"	"最终话-下一站,幸福"	"21000"	"35"	"1/1/1001 08:00:00"
"250"	"250"	"21238"	"0"	"第50话-再次火热的夜晚"	"21000"	"50"	"1/1/1001 08:00:00"
"251"	"251"	"21289"	"0"	"最终话-被留下来的人"	"21000"	"64"	"1/1/1001 08:00:00"
"252"	"252"	"21353"	"0"	"第60话-最终话-找到各自的幸福"	"21000"	"60"	"1/1/1001 08:00:00"
"253"	"253"	"21413"	"0"	"第70话[第一季完结]"	"21000"	"70"	"1/1/1001 08:00:00"
"254"	"254"	"21483"	"0"	"最终话"	"21000"	"60"	"1/1/1001 08:00:00"
"255"	"255"	"21543"	"0"	"最终话-吹拂而来的新章节"	"21000"	"50"	"1/1/1001 08:00:00"
"256"	"256"	"21593"	"0"	"最终话外传"	"20000"	"74"	"1/1/1001 08:00:00"
"257"	"257"	"21668"	"0"	"最终话"	"20000"	"2"	"1/1/1001 08:00:00"
"258"	"258"	"21722"	"0"	"第76章"	"20000"	"76"	"1/1/1001 08:00:00"
"259"	"259"	"21798"	"0"	"最终话"	"20000"	"50"	"1/1/1001 08:00:00"
"260"	"260"	"21848"	"0"	"最终话-深陷名为欢愉的沼泽"	"20000"	"32"	"1/1/1001 08:00:00"
"261"	"261"	"21880"	"0"	"第72话-最终话"	"20000"	"72"	"1/1/1001 08:00:00"
"262"	"262"	"21953"	"0"	"第44章"	"14000"	"45"	"1/1/1001 08:00:00"
"263"	"263"	"22003"	"0"	"最终话"	"20000"	"71"	"1/1/1001 08:00:00"
"265"	"265"	"22074"	"0"	"最终话-变态们的盛宴"	"20000"	"48"	"1/1/1001 08:00:00"
"266"	"266"	"22122"	"0"	"最终话"	"20000"	"50"	"1/1/1001 08:00:00"
"267"	"267"	"22173"	"0"	"第49话"	"20000"	"50"	"1/1/1001 08:00:00"
"268"	"268"	"22223"	"0"	"第75章"	"20000"	"75"	"1/1/1001 08:00:00"
"269"	"269"	"22298"	"0"	"第72话"	"20000"	"72"	"1/1/1001 08:00:00"
